source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,28,1.4438776969909668,2.9575085639953613,4.7931923948485275,256,0,37486.26609706879,38373.15027999878,1103.5234375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,29,1.423945665359497,2.809009313583374,4.727052958806356,256,0,37486.2667722702,38373.15097808838,1078.3125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,30,1.6516971588134766,2.3358843326568604,4.649918486995082,256,0,37486.26930427551,38373.15336513519,1071.6484375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,31,1.6184446811676025,2.4830050468444824,4.5822024419903755,256,0,37486.27744579315,38373.161964416504,1016.53125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,32,1.7971513271331787,2.341855525970459,4.514313141504924,256,0,37486.28185558319,38373.16633987427,1043.53125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,33,1.5076489448547363,2.7028136253356934,4.4610337439705345,256,0,37486.28370761871,38373.1684551239,1026.53125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,34,1.4598276615142822,2.462808847427368,4.403941604069301,256,0,37486.29822444916,38373.18720245361,1030.21484375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,35,1.3865327835083008,2.4189462661743164,4.34880284468333,256,0,37486.29900550842,38373.188057899475,1066.01953125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,36,1.5151546001434326,2.376539707183838,4.295498435561721,256,0,37486.29963207245,38373.188537597656,1071.53125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,37,1.5663204193115234,2.3274948596954346,4.243708867775767,256,0,37486.30038738251,38373.18943786621,1000.4765625
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,38,1.5138578414916992,2.494108200073242,4.19884731219365,256,0,37486.30392742157,38373.19337654114,1016.1484375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,39,1.5532138347625732,2.290160894393921,4.151130151748657,256,0,37486.30821228027,38373.19844341278,1073.9921875
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,40,1.5992112159729004,2.5341546535491943,4.111691724963304,256,0,37486.312927246094,38373.204966545105,1110.12109375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
baseline,41,1.4941034317016602,2.7031238079071045,4.078154393604824,256,0,37486.31789112091,38373.211404800415,1056.66015625
