source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,26,2.8441219329833984,2.498582363128662,4.262633774015638,256,0.48613858222961426,48244.87644290924,49076.8196516037,848.96875
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,27,2.7858119010925293,2.6648166179656982,4.205568875585284,256,0.4703361988067627,48350.68636035919,49183.91999721527,870.89453125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,28,2.700474262237549,2.377000331878662,4.142514787871262,256,0.43996667861938477,48456.488739967346,49289.75419712067,981.13671875
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,29,2.872122049331665,2.3124239444732666,4.081511759757996,256,0.5245723724365234,48562.29459476471,49395.62749195099,933.046875
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,30,2.8031158447265625,2.2292745113372803,4.021762171099263,256,0.5752067565917969,48668.10149478912,49501.50820636749,1005.78515625
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,31,2.704193592071533,2.364891767501831,3.969984970986843,256,0.47409892082214355,48773.900517463684,49607.34486865997,980.89453125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,32,2.6488308906555176,2.2593512535095215,3.9181475856087427,256,0.38181400299072266,48879.70554065704,49713.191908836365,890.28515625
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,33,2.738091230392456,2.251851797103882,3.869138885946835,256,0.34763264656066895,48985.51101207733,49819.026633262634,917.35546875
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,34,2.82596492767334,2.334822416305542,3.8253012725285123,256,0.5680203437805176,49091.313307762146,49924.89293193817,914.83984375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,35,2.8013157844543457,2.4570393562316895,3.787293997075823,256,0.6211459636688232,49197.11584186554,50030.730664253235,978.921875
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,36,2.783921480178833,2.485764741897583,3.752117530719654,256,0.46944379806518555,49302.92669773102,50136.569613456726,946.61328125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,37,2.883415460586548,2.2827796936035156,3.7134507455323873,256,0.710503339767456,49408.742550849915,50243.43945598602,1003.93359375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,38,2.854180097579956,2.248342514038086,3.675883867801764,256,0.47736215591430664,49514.548508644104,50349.66703128815,933.4453125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,39,2.7617077827453613,2.2856104373931885,3.64112703204155,256,0.5432982444763184,49620.35363483429,50455.50752544403,949.4375
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,40,2.843862533569336,2.4023566246032715,3.6109131196650064,256,0.48573732376098633,49726.15781879425,50561.34689426422,983.3828125
source,iter,time,iter_loss,total_loss,batch_size,sync_time,bytes_sent,bytes_recv,memory
gather-scatter,41,2.7824418544769287,2.279496908187866,3.5792127336774553,256,0.4468696117401123,49831.96158885956,50667.16246318817,983.125
